codigo_rec;recinto;Direccion;comuna;region;
2338;ESCUELA LAS PALMAS;EYZAGUIRRE 3998  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2356;ESCUELA LOS ANDES;NONATO COO 232  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2347;ESCUELA LUIS MATTE LARRAIN;MIGUEL COVARRUBIAS 2811  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2358;ESCUELA OSCAR BONILLA;LOS COMENDADORES 1371  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2359;ESCUELA PADRE ALBERTO HURTADO;MAHUIDANCHE 1846  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
11170;ESCUELA SAN PABLO;AVENIDA NONATO COO 3850  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2361;ESCUELA SANTA JOAQUINA DE VEDRUNA;PROFESOR ALCAINO 246  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2362;ESCUELA VILLA INDEPENDENCIA;PASAJE COYHAIQUE 1175 VILLA INDEPENDENCIA;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2363;ESCUELA VILLA PEDRO AGUIRRE CERDA;TOESCA 635  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
2371;LICEO BICENTENARIO SAN PEDRO DE PUENTE ALTO;CLAUDIO MATTE 179  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;DE LOS LAGOS
2430;ESCUELA VICTOR CUCCUINI;HERMANA KAROLINE MAYER 37  ;RECOLETA;METROPOLITANA DE SANTIAGO;
11349;ESCUELA ESPAÑA;ESTADIO 2863  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
11271;LICEO VOLCAN SAN JOSE;ESTACION LA OBRA 3350  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;
3072;COLEGIO MANQUECURA VALLE LO CAMPINO;CAMINO DEL CERRO 2700 LO CAMPINO;QUILICURA;METROPOLITANA DE SANTIAGO;
2403;COLEGIO SAN ADRIAN DE QUILICURA;LO OVALLE 275  ;QUILICURA;METROPOLITANA DE SANTIAGO;
2401;LICEO BICENTENARIO FRANCISCO BILBAO BARQUIN DE QUILICURA;NUEVA DELHI 490  ;QUILICURA;METROPOLITANA DE SANTIAGO;DE LOS LAGOS
2408;ESCUELA INGLATERRA;SAN PABLO 4986  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
2409;ESCUELA INSIGNE GABRIELA;JOSE JOAQUIN PEREZ 5327  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
2410;ESCUELA LO FRANCO;AYUNTAMIENTO 2192  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
11378;ESCUELA REPUBLICA DE LA INDIA;CATEDRAL 4637  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
11381;LICEO COMERCIAL MOLINA LAVIN;MOLINA LAVIN 1595  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;DE LOS LAGOS
11382;LICEO EXPERIMENTAL ARTISTICO;MAPOCHO 3885  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
2411;LICEO GUILLERMO LABARCA HUBERTSON;CATEDRAL 4681  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
2412;LICEO INDUSTRIAL BENJAMIN FRANKLIN;LA PLATA 1668  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;DE LOS LAGOS
2413;LICEO POLITECNICO;ELOY ROSALES 4970  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
11384;LICEO POLIVALENTE SAN JOSE DE LA PRECIOSA SANGRE;PADRE BERNARDO MORES 1610  ;QUINTA NORMAL;METROPOLITANA DE SANTIAGO;
2415;CENTRO EDUCACIONAL ESCRITORES DE CHILE;ARCO IRIS 4045  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2424;CENTRO EDUCACIONAL JOSE MIGUEL CARRERA;AVENIDA EL GUANACO 4185  ;RECOLETA;METROPOLITANA DE SANTIAGO;
3224;CENTRO EDUCACIONAL SAN LORENZO;MONTANA 3722  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2425;COLEGIO MARIA TERESA CANCINO AGUILAR;AVENIDA EL SALTO 1652  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2417;COLEGIO SAN JUAN DIEGO;AVENIDA AMERICO VESPUCIO NORTE 670  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2426;COMPLEJO EDUCACIONAL JUANITA FERNANDEZ SOLAR;INOCENCIA 2675  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2436;ESCUELA EDUCACION DIFERENCIAL SANTA TERESA DE AVILA;AVENIDA EINSTEIN 784  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2419;ESCUELA ESPAÑA;LAS MAGNOLIAS 535  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2416;ESCUELA N°953 JOSE ARTIGAS;RECOLETA 3990  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2428;ESCUELA RAFAEL VALDIVIESO;AVENIDA ARZOBISPO VALDIVIESO 250  ;RECOLETA;METROPOLITANA DE SANTIAGO;DEL BIOBIO
2429;ESCUELA REPUBLICA DEL PARAGUAY;AVENIDA RECOLETA 480  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2418;ESCUELA SARGENTO 2 DANIEL REBOLLEDO;FRANCISCO CERDA 1019  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2423;ESTADIO RECOLETA;AVENIDA RECOLETA 3005  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2431;INSTITUTO TECNOLOGICO Y COMERCIAL RECOLETA-INTECO;AVENIDA EL SALTO 1565  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2434;LICEO A-1 VALENTIN LETELIER;BUENOS AIRES 575  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2432;LICEO ARTURO PEREZ CANTO;REINA DE CHILE 174 ESQUINA EL SALTO;RECOLETA;METROPOLITANA DE SANTIAGO;
2422;LICEO AVENIDA RECOLETA;AVENIDA RECOLETA 3848  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2427;LICEO DOCTOR JUAN VERDAGUER PLANAS;PURISIMA 260  ;RECOLETA;METROPOLITANA DE SANTIAGO;
2437;CENTRO EDUCACIONAL GOYENECHEA;JOSE MIGUEL INFANTE 6098  ;RENCA;METROPOLITANA DE SANTIAGO;
2438;CENTRO EDUCACIONAL LAURA VICUÑA;JOSE MANUEL BALMACEDA 4411  ;RENCA;METROPOLITANA DE SANTIAGO;
868;COLEGIO MELIAN;BALMACEDA 600  ;MAULE;DEL MAULE;
2444;ESCUELA DOMINGO SANTA MARIA GONZALEZ;DOMINGO SANTA MARIA 4383  ;RENCA;METROPOLITANA DE SANTIAGO;
2445;ESCUELA GENERAL ALEJANDRO GOROSTIAGA ORREGO;PUERTO MONTT 3594  ;RENCA;METROPOLITANA DE SANTIAGO;
2441;ESCUELA ISABEL LE BRUN;DOMINGO SANTA MARIA 4463  ;RENCA;METROPOLITANA DE SANTIAGO;
2442;ESCUELA LO VELASQUEZ;AVENIDA JOSE MIGUEL INFANTE 7447  ;RENCA;METROPOLITANA DE SANTIAGO;
2447;ESCUELA MONSERRAT ROBERT DE GARCIA;MIRAFLORES 6004  ;RENCA;METROPOLITANA DE SANTIAGO;
2446;ESCUELA N° 1365 PADRE GUSTAVO LE PAIGE;TOTORAL BAJO 1023  ;RENCA;METROPOLITANA DE SANTIAGO;
2450;INSTITUTO CUMBRE DE CONDORES ORIENTE;AVENIDA DORSAL 1365  ;RENCA;METROPOLITANA DE SANTIAGO;
2451;INSTITUTO CUMBRE DE CONDORES PONIENTE;BRASIL 7965  ;RENCA;METROPOLITANA DE SANTIAGO;
2449;LICEO THOMAS ALVA EDISON;LAS MARGARITAS 4020 POBLACION HUAMACHUCO 1;RENCA;METROPOLITANA DE SANTIAGO;
2485;COLEGIO DOCTOR LUIS SEPULVEDA SALVATIERRA;HUELEN 105  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2454;COLEGIO DOMINGO EYZAGUIRRE;FONTECILLA 107  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
11500;COLEGIO POLIVALENTE PRESIDENTE JOSE MANUEL BALMACEDA;EL VERGEL 11840  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2456;COLEGIO SEBASTIAN ELCANO;PORTALES 1238  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2457;ESCUELA ALEMANIA;SANTIAGO 320  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2463;ESCUELA ISABEL RIQUELME;AVENIDA COLON 191  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2464;ESCUELA JAVIERA CARRERA VERDUGO;FRANCISCO DE CAMARGO 13835  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
11444;COLEGIO CHARLES DARWIN;LOS ACACIOS 1368  ;RENCA;METROPOLITANA DE SANTIAGO;
2458;ESCUELA BASICA ANTUPILLAN;EYZAGUIRRE 485  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2453;CENTRO EDUCACIONAL BALDOMERO LILLO;CALDERON DE LA BARCA 272  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
2459;ESCUELA DIEGO PORTALES;SAN JOSE 1100  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
3146;CENTRO EDUCACIONAL PADRE ALBERTO HURTADO;GUSTAVO CAMPAÑA GANDARILLAS 1201  ;SAN BERNARDO;METROPOLITANA DE SANTIAGO;
3196;COLEGIO SANTA FAMILIA;EDUARDO MALLEA 601 SINDEMPART;COQUIMBO;DE COQUIMBO;
90102;C. P. FEMENINO ANTOFAGASTA;GALLEGUILLOS LORCA 1040  ;ANTOFAGASTA;DE ANTOFAGASTA;
69;COLEGIO ANTOFAGASTA;AVENIDA ASCOTAN SUR 220  ;ANTOFAGASTA;DE ANTOFAGASTA;
3829;COLEGIO CHAÑARES;AVENIDA CERRO PARANAL 501  ;ANTOFAGASTA;DE ANTOFAGASTA;
3830;COLEGIO COSTA CORDILLERA;ANTILHUE 1002 SECTOR PARQUE INGLES;ANTOFAGASTA;DE ANTOFAGASTA;
3833;COLEGIO EBEN EZER;VLADIMIR SAAVEDRA 785  ;ANTOFAGASTA;DE ANTOFAGASTA;
99;COLEGIO INGLES SAN JOSE;GALLEGUILLOS LORCA 999  ;ANTOFAGASTA;DE ANTOFAGASTA;
100;COLEGIO INSTITUTO SANTA MARIA;MAIPU 941  ;ANTOFAGASTA;DE ANTOFAGASTA;
102;COLEGIO SAN LUIS;GENERAL MANUEL BAQUEDANO 855 CENTRO;ANTOFAGASTA;DE ANTOFAGASTA;
71;COLEGIO SAN MARCOS;CALLE ONCE 13931 SECTOR COSTA LAGUNA;ANTOFAGASTA;DE ANTOFAGASTA;
3844;COLEGIO SANTA TERESITA;SIMON BOLIVAR 1038 CENTRO;ANTOFAGASTA;DE ANTOFAGASTA;
72;COLEGIO TEC. IND. DON BOSCO ANTOFAGASTA;AVENIDA HUAMACHUCO 9567  ;ANTOFAGASTA;DE ANTOFAGASTA;
103;ESCUELA ALCALDE MAXIMILIANO POBLETE CORTES;AVENIDA ARGENTINA 1595  ;ANTOFAGASTA;DE ANTOFAGASTA;
3336;ESCUELA ARTURO PRAT;EL ROBLE 6952  ;ANTOFAGASTA;DE ANTOFAGASTA;
104;ESCUELA BASICA CLAUDIO MATTE PEREZ;LLANQUIHUE 3748 POBLACION ORIENTE;ANTOFAGASTA;DE ANTOFAGASTA;
79;ESCUELA BASICA ESPAÑA;VICUÑA 1105 POBLACION ARTURO PRAT (B);ANTOFAGASTA;DE ANTOFAGASTA;
74;ESCUELA BASICA GABRIELA MISTRAL;JUAN GUTENBERG 1015 POBLACION BALMACEDA;ANTOFAGASTA;DE ANTOFAGASTA;
108;ESCUELA BASICA JUAN LOPEZ;COLO COLO 1955  ;ANTOFAGASTA;DE ANTOFAGASTA;
1796;LICEO ADVENTISTA;JOSE GONZALEZ 229  ;PUNTA ARENAS;DE MAGALLANES Y DE LA ANTARTICA CHILENA;
4214;ESCUELA DIEGO DE ALMEYDA;SANTIAGO 1244 TIRRAS BLANCAS;COQUIMBO;DE COQUIMBO;
3842;COLEGIO SAN PATRICIO;SANTIAGO HUMBERSTONE 220  ;ANTOFAGASTA;DE ANTOFAGASTA;
2200;LICEO JOSE TORIBIO MEDINA;CARMEN COVARRUBIAS 39  ;ÑUÑOA;METROPOLITANA DE SANTIAGO;
3826;COLEGIO ADVENTISTA DE ANTOFAGASTA;BELLAVISTA 4137  ;ANTOFAGASTA;DE ANTOFAGASTA;
85;ESCUELA BÁSICA LA BANDERA;AVENIDA OSCAR BONILLA 7648  ;ANTOFAGASTA;DE ANTOFAGASTA;
81;ESCUELA BÁSICA PADRE GUSTAVO LE PAIGE;VICUÑA 700  ;ANTOFAGASTA;DE ANTOFAGASTA;
105;ESCUELA DARIO SALAS DIAZ;AVENIDA ARGENTINA 1555  ;ANTOFAGASTA;DE ANTOFAGASTA;
76;ESCUELA ECOLOGICA HUMBERTO GONZALEZ ECHEGOYEN;SARGENTO MANUEL SILVA 661 POBLACION OSCAR BONILLA;ANTOFAGASTA;DE ANTOFAGASTA;
77;ESCUELA ECOLOGICA PADRE ALBERTO HURTADO;EL ROBLE 8665 OSCAR BONILLA;ANTOFAGASTA;DE ANTOFAGASTA;
80;ESCUELA GENERAL MANUEL BAQUEDANO;PISAGUA 741  ;ANTOFAGASTA;DE ANTOFAGASTA;
83;ESCUELA JAPON;JUAN SEBASTIAN BACH 1315  ;ANTOFAGASTA;DE ANTOFAGASTA;
84;ESCUELA JOSE PAPIC RADNIC;AVENIDA HUAMACHUCO 8055  ;ANTOFAGASTA;DE ANTOFAGASTA;
87;ESCUELA LAS AMERICAS PROF. JUSTO VALLADARES;AVENIDA PEDRO AGUIRRE CERDA 7133  ;ANTOFAGASTA;DE ANTOFAGASTA;
86;ESCUELA LAS ROCAS;LOS NARANJOS 49  ;ANTOFAGASTA;DE ANTOFAGASTA;
5384;COLEGIO FILII FUTURI;ARTURO PRAT 304 PLACILLA DE PEÑUELAS;VALPARAISO;DE VALPARAISO;
555;COLEGIO GUARDIAMARINA RIQUELME;LEVARTE 260 PLAYA ANCHA;VALPARAISO;DE VALPARAISO;
531;COLEGIO INMACULADA CONCEPCION DE NUESTRA SEÑORA DE LOURDES;AVENIDA COLON 2309 ESQUINA AVENIDA FRANCIA;VALPARAISO;DE VALPARAISO;
508;COLEGIO LEONARDO MURIALDO;SAN LEONARDO MURIALDO 450 EX AQUILES, CERRO LARRAIN;VALPARAISO;DE VALPARAISO;DE ARICA Y PARINACOTA
5392;COLEGIO LUTERANO CONCORDIA;PISCIS 625 PLAYA ANCHA;VALPARAISO;DE VALPARAISO;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
3216;COLEGIO PABLO NERUDA;FERRARI 692 CERRO FLORIDA;VALPARAISO;DE VALPARAISO;
6417;LICEO BICENTENARIO ADMINISTRACION & COMERCIO HC;AVENIDA CIRCUNVALACION PONIENTE 965 BOMBERO GARRIDO;CURICO;DEL MAULE;
834;LICEO LUIS CRUZ MARTINEZ DE CURICO;ESTADO 176  ;CURICO;DEL MAULE;
835;LICEO ZAPALLAR;MANUEL LABRA 205  ;CURICO;DEL MAULE;
836;POLIDEPORTIVO;AVENIDA ALESSANDRI 1430  ;CURICO;DEL MAULE;
837;UNIVERSIDAD CATOLICA SEDE CURICO;CARMEN 684  ;CURICO;DEL MAULE;
6453;ESCUELA MARIA OLGA VEGA VEGA;LA ORILLA KILOMETRO 8,9 SIN NUMERO  ;EMPEDRADO;DEL MAULE;DE ARICA Y PARINACOTA
844;LICEO SAN IGNACIO;AGUSTIN QUINTANA SIN NUMERO  ;EMPEDRADO;DEL MAULE;
2997;LICEO LAURA URRUTIA BENAVENTE;SAN JOSE SIN NUMERO  ;LONGAVI;DEL MAULE;
90099;C. D. P. CALAMA;AVENIDA GRANADEROS 2107  ;CALAMA;DE ANTOFAGASTA;
2983;ESCUELA JANUARIO ESPINOSA;IGNACIO CHACON DEL CAMPO SIN NUMERO  ;LINARES;DEL MAULE;
6923;ESCUELA PARTICULAR ARTURO PRAT;BAJO ESMERALDA RUTA L250 SIN NUMERO  ;YERBAS BUENAS;DEL MAULE;
2993;ESCUELA JUAN MARTINEZ DE ROZAS;FRANCISCO ANTONIO ENCINA 264  ;LINARES;DEL MAULE;
2866;ESCUELA LLANKANAO MANUEL FRANCISCO MEZA SECO;LLANKANAO RUTA L-45 KILOMETRO 12 CAMINO A EMBALSE ANCOA;LINARES;DEL MAULE;
2990;ESCUELA LUCILA GODOY;RUCALHUE 910 POBLACION QUIÑIPEUMO;LINARES;DEL MAULE;
2976;ESCUELA PEDRO AGUIRRE CERDA;COIRONAL SIN NUMERO ESQUINA PUIPUYEN;LINARES;DEL MAULE;
854;ESCUELA PRESIDENTE CARLOS IBAÑEZ DEL CAMPO;PATRICIO LYNCH SIN NUMERO  ;LINARES;DEL MAULE;
855;ESCUELA RAMON BELMAR SALDIAS;HUGO BAEZA 26  ;LINARES;DEL MAULE;
2965;ESCUELA SALOMON SALMAN DABUD;AVENIDA CARDENAL RAUL SILVA HENRIQUEZ 880  ;LINARES;DEL MAULE;
2967;ESCUELA SAN ANTONIO;SAN ANTONIO RUTA L-419 SIN NUMERO CERCANO A AERODROMO;LINARES;DEL MAULE;
509;COLEGIO SALESIANOS VALPARAISO;PASAJE DON BOSCO 88  ;VALPARAISO;DE VALPARAISO;
533;COLEGIO SAN DAMIAN DE MOLOKAI;AVENIDA COLON 2048  ;VALPARAISO;DE VALPARAISO;
539;COLEGIO SAN PEDRO NOLASCO;VICTORIA 2762  ;VALPARAISO;DE VALPARAISO;
534;COLEGIO SEMINARIO SAN RAFAEL;AVENIDA SANTA ELENA 74  ;VALPARAISO;DE VALPARAISO;
552;COLEGIO UMBRAL DE CURAUMA;AVENIDA CURAUMA SUR 790 PLACILLA DE PEÑUELAS;VALPARAISO;DE VALPARAISO;
512;ESCUELA ALEMANIA;AVENIDA ARGENTINA 455  ;VALPARAISO;DE VALPARAISO;
5426;ESCUELA AMERICA;PANAMA 268 SECTOR MARINA MERCANTE;VALPARAISO;DE VALPARAISO;
548;ESCUELA BASICA N°150 LAGUNA VERDE G-289;LOS AROMOS SIN NUMERO LAGUNA VERDE;VALPARAISO;DE VALPARAISO;
535;ESCUELA BLAS CUEVAS RAMON ALLENDE D-307;MARMOLEJO 7 CERRO CORDILLERA;VALPARAISO;DE VALPARAISO;
3525;ESCUELA CARABINERO PEDRO A.CARIAGA M.;AVENIDA JOSE MARIA CARO 370 PRIMER SECTOR, PLAYA ANCHA;VALPARAISO;DE VALPARAISO;
514;ESCUELA D-314 JOAQUIN EDWARDS BELLO;AVENIDA RODELILLO 4110  ;VALPARAISO;DE VALPARAISO;
536;ESCUELA DE INGENIERIA QUIMICA PUCV;AVENIDA BRASIL 2162  ;VALPARAISO;DE VALPARAISO;
537;ESCUELA DE TRIPULANTES Y PORTUARIA DE VALPARAISO;JUAN ANTONIO VIVES 630  ;VALPARAISO;DE VALPARAISO;
171;ESCUELA BASICA ESTACION BAQUEDANO;AV. JAIME GUZMAN 123 BAQUEDANO;SIERRA GORDA;DE ANTOFAGASTA;
11133;COLEGIO MERRYLAND;AVENIDA MEXICO 4137  ;PUENTE ALTO;METROPOLITANA DE SANTIAGO;DE ÑUBLE
97;THE ANTOFAGASTA BAPTIST COLLEGE;AVENIDA PEDRO AGUIRRE CERDA 9330  ;ANTOFAGASTA;DE ANTOFAGASTA;
101;COLEGIO MISIONERO JOSE LANCASTER;AVENIDA PADRE ALBERTO HURTADO 2380  ;ANTOFAGASTA;DE ANTOFAGASTA;
147;LICEO POLITECNICO CESAREO AGUIRRE GOYENECHEA;AVENIDA MATTA 2045  ;CALAMA;DE ANTOFAGASTA;
2099;CENTRO EDUCACIONAL CARDENAL JOSE MARIA CARO;AVENIDA CARDENAL CARO 3745  ;LO ESPEJO;METROPOLITANA DE SANTIAGO;
1889;ESCUELA VALLE DEL INCA;ALBERTO GONZALEZ 3760  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1942;COLEGIO SAN FRANCISCO JAVIER DE HUECHURABA;LOS CEDROS 7550  ;HUECHURABA;METROPOLITANA DE SANTIAGO;
1982;COLEGIO MARIA ELENA;MARIA ELENA 1310  ;LA FLORIDA;METROPOLITANA DE SANTIAGO;
10136;ESCUELA UNIDAD DIVINA;LIRCAY 9000  ;LA FLORIDA;METROPOLITANA DE SANTIAGO;
3014;LINCOLN COLLEGE LA FLORIDA;AVENIDA LA FLORIDA 9688  ;LA FLORIDA;METROPOLITANA DE SANTIAGO;
3285;DIRECCION DE TRANSITO Y TRANSPORTE PUBLICO;AVENIDA PRESIDENTE RIESCO 5296  ;LAS CONDES;METROPOLITANA DE SANTIAGO;
3143;ESCUELA PEDRO MARIN ALEMANY;LOS PLATANOS SIN NUMERO  ;MELIPILLA;METROPOLITANA DE SANTIAGO;
2207;COLEGIO REPUBLICA DE SIRIA EDUCACION BASICA;FRANCISCO DE VILLAGRA 185  ;ÑUÑOA;METROPOLITANA DE SANTIAGO;
3165;ESCUELA LAURA VICUÑA;LAGO RANCO 2030  ;VILLARRICA;DE LA ARAUCANIA;
3097;COLEGIO LOS EDUCADORES;SATURNO 67 BOCA SUR VIEJO;SAN PEDRO DE LA PAZ;DEL BIOBIO;
1044;CENTRO INTEGRADO DE EDUCACION ESPECIAL;MANUEL BULNES 1655  ;CONCEPCION;DEL BIOBIO;
3136;COLEGIO VILLA NONGUEN;RIO LOA 75 VILLA NONGUEN;CONCEPCION;DEL BIOBIO;
13174;COLEGIO ETCHEGOYEN TALCAHUANO SEDE BRISAS DEL SOL;VASCO NUÑEZ DE BALBOA 5820 BRISAS DEL SOL;TALCAHUANO;DEL BIOBIO;
13235;ESTADIO EL TENIENTE;ALMARZA 818 RANCAGUA;RANCAGUA;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;
1357;LICEO BICENTENARIO LUIS GONZALEZ VASQUEZ;ARTURO PRAT 501  ;NUEVA IMPERIAL;DE LA ARAUCANIA;
1410;COLEGIO ALEMAN DE TEMUCO;AVENIDA HOLANDESA 855  ;TEMUCO;DE LA ARAUCANIA;
193;LICEO FEDERICO VARELA;ZULETA 221 CHAÑARAL;CHAÑARAL;DE ATACAMA;
1817;LICEO CARDENAL CARO BASICA;JOSE JOAQUIN PEREZ 290  ;BUIN;METROPOLITANA DE SANTIAGO;
1818;LICEO CARDENAL CARO MEDIA;MANUEL RODRIGUEZ 865  ;BUIN;METROPOLITANA DE SANTIAGO;
1819;LICEO FRANCISCO JAVIER KRUGGER ALVARADO;HERMANOS CARRERA 469  ;BUIN;METROPOLITANA DE SANTIAGO;
9504;LICEO POLIVALENTE LOS GUINDOS;LOS TILOS 491 LOS GUINDOS;BUIN;METROPOLITANA DE SANTIAGO;
1821;LICEO POETISA GABRIELA MISTRAL BASICA;IGNACIO CARRERA PINTO SIN NUMERO PARADERO 6;CALERA DE TANGO;METROPOLITANA DE SANTIAGO;
1822;LICEO POETISA GABRIELA MISTRAL MEDIA;ALFONSO RUIZ TAGLE SIN NUMERO  ;CALERA DE TANGO;METROPOLITANA DE SANTIAGO;
3284;COLEGIO BICENTENARIO POLITECNICO ALEMAN ALBERT EINSTEIN;LO ERRAZURIZ 800  ;CERRILLOS;METROPOLITANA DE SANTIAGO;
9523;COLEGIO LOS CONQUISTADORES;SAN JOSE 215  ;CERRILLOS;METROPOLITANA DE SANTIAGO;
1823;COLEGIO MATER DEI;LO ERRAZURIZ 186  ;CERRILLOS;METROPOLITANA DE SANTIAGO;
1826;COLEGIO SAINT MAURICES;EL MIRADOR 1543  ;CERRILLOS;METROPOLITANA DE SANTIAGO;
1858;ESCUELA ANDALIEN DE COLINA;AVENIDA NUEVA COLINA 1100  ;COLINA;METROPOLITANA DE SANTIAGO;
1861;ESCUELA DE LENGUAJE CAMINA ALTO;REINA NORTE 200 VILLA ORO OLIMPICO;COLINA;METROPOLITANA DE SANTIAGO;
1859;ESCUELA MARCOS GOYCOOLEA CORTES;MARIA ESTER FUENZALIDA 407  ;COLINA;METROPOLITANA DE SANTIAGO;
1865;ESCUELA PREMIO NOBEL PABLO NERUDA;PASAJE 10 861 POBLACION IGNACIO CARRERA PINTO;COLINA;METROPOLITANA DE SANTIAGO;
1856;ESCUELA SAN FRANCISCO DE ASIS;HERMANOS CARRERA SITIO 80 LOS INGLESES;COLINA;METROPOLITANA DE SANTIAGO;
1854;ESCUELA SAN VICENTE DE LO ARCAYA;LO ARCAYA KM 2  ;COLINA;METROPOLITANA DE SANTIAGO;
1863;ESCUELA SANTA MARTA DE LIRAY;PANAMERICANA NORTE KM 25  ;COLINA;METROPOLITANA DE SANTIAGO;
1860;ESCUELA SANTA TERESA DEL CARMELO;ALPATACAL 520  ;COLINA;METROPOLITANA DE SANTIAGO;
3416;INSTITUTO SAN MIGUEL;CAMINO SAN MIGUEL SIN NUMERO FRENTE AL FUNDO DE SAN MIGUEL;COLINA;METROPOLITANA DE SANTIAGO;
1864;LICEO BICENTENARIO CHACABUCO;CAMINO ACONCAGUA 315 SECTOR REINA SUR;COLINA;METROPOLITANA DE SANTIAGO;
1867;LICEO BICENTENARIO SANTA TERESA DE LOS ANDES;CAMINO EL CERRO SIN NUMERO  ;COLINA;METROPOLITANA DE SANTIAGO;
1866;LICEO ESMERALDA;CARRETERA GENERAL SAN MARTIN KM 31  ;COLINA;METROPOLITANA DE SANTIAGO;
1870;LICEO PELDEHUE;CAMINO LAS TERMAS SIN NUMERO PELDEHUE;COLINA;METROPOLITANA DE SANTIAGO;
1868;LICEO POLIVALENTE RIGOBERTO FONTT IZQUIERDO;IGNACIO CARRERA PINTO 450  ;COLINA;METROPOLITANA DE SANTIAGO;
2947;LYCEE ANTOINE DE SAINT EXUPERY;CHAMISERO 14397 CHAMISERO;COLINA;METROPOLITANA DE SANTIAGO;
9642;CENTRO POLITECNICO PARTICULAR CONCHALI;SANDRA 1280  ;CONCHALI;METROPOLITANA DE SANTIAGO;
9643;COLEGIO CRISTOBAL COLON;BERNA 1658  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1881;COLEGIO LIBERTADOR SAN MARTIN;AVENIDA INDEPENDENCIA 4009  ;CONCHALI;METROPOLITANA DE SANTIAGO;
9675;ESCUELA ADVENTISTA SANTIAGO NORTE;JULIO MONTT SALAMANCA 5903  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1882;ESCUELA ARAUCARIAS DE CHILE;GENERAL GAMBINO 4481  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1883;ESCUELA AVIADOR DAGOBERTO GODOY;PEDRO FONTOVA 5298  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1874;ESCUELA CAMILO HENRIQUEZ;PARRAL 2154  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1875;ESCUELA D-114 GENERAL BERNALES;AMBERES 1633  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1886;ESCUELA EL CARMEN;DIEGO SILVA 1703  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1885;ESCUELA HORACIO JOHNSON GANA;DEL GRANITO 1249  ;CONCHALI;METROPOLITANA DE SANTIAGO;
9682;ESCUELA PATROCINIO EL SEMBRADOR N 2;NEGRETE 1915  ;CONCHALI;METROPOLITANA DE SANTIAGO;
1876;ESCUELA PEDRO AGUIRRE CERDA;BARON DE JURAS REALES 3988  ;CONCHALI;METROPOLITANA DE SANTIAGO;
